Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-72,3,-1637.89,3298.28,-696.321,443.932
-71,3,-1728.45,3485.47,-700.033,447.03
-70,3,-1819.1,3673.05,-703.88,450.23
-69,3,-1909.86,3861.01,-707.848,453.527
-68,3,-2000.73,4049.32,-711.926,456.917
-67,3,-2091.73,4237.95,-716.098,460.394
-66,3,-2182.85,4426.87,-720.353,463.954
-65,3,-2274.1,4616.03,-724.675,467.59
-64,3,-2365.47,4805.39,-729.051,471.298
-63,3,-2456.97,4994.91,-733.467,475.072
-62,3,-2548.58,5184.53,-737.908,478.905
-61,3,-2640.29,5374.2,-742.36,482.792
-60,3,-2732.1,5563.85,-746.809,486.727
-59,3,-2823.98,5753.43,-751.24,490.701
-58,3,-2915.91,5942.85,-755.639,494.709
-57,3,-3007.88,6132.06,-759.992,498.744
-56,3,-3099.84,6320.98,-764.285,502.799
-55,3,-3191.78,6509.52,-768.503,506.865
-54,3,-3283.66,6697.6,-772.633,510.936
-53,3,-3375.44,6885.14,-776.66,515.004
-52,3,-3467.09,7072.04,-780.573,519.061
-51,3,-3558.55,7258.21,-784.357,523.099
-50,3,-3649.78,7443.56,-788,527.11
-49,3,-3740.74,7627.98,-791.489,531.086
-48,3,-3831.37,7811.37,-794.812,535.019
-47,3,-3921.61,7993.63,-797.956,538.899
-46,3,-4011.41,8174.65,-800.911,542.719
-45,3,-4100.71,8354.31,-803.665,546.471
-44,3,-4189.44,8532.52,-806.208,550.145
-43,3,-4277.54,8709.14,-808.528,553.734
-42,3,-4364.94,8884.08,-810.616,557.229
-41,3,-4451.57,9057.19,-812.463,560.621
-40,3,-4537.36,9228.38,-814.059,563.903
-39,3,-4622.25,9397.52,-815.396,567.066
-38,3,-4706.16,9564.47,-816.466,570.102
-37,3,-4789.01,9729.13,-817.262,573.003
-36,3,-4870.73,9891.37,-817.775,575.762
-35,3,-4951.24,10051.1,-818.001,578.371
-34,3,-5030.48,10208.1,-817.931,580.822
-33,3,-5108.36,10362.3,-817.563,583.11
-32,3,-5184.81,10513.6,-816.889,585.226
-31,3,-5259.76,10661.8,-815.906,587.166
-30,3,-5333.14,10806.8,-814.611,588.922
-29,3,-5404.87,10948.6,-812.999,590.489
-28,3,-5474.88,11086.9,-811.068,591.862
-27,3,-5543.1,11221.7,-808.817,593.036
-26,3,-5609.46,11352.8,-806.243,594.006
-25,3,-5673.9,11480.1,-803.346,594.768
-24,3,-5736.35,11603.5,-800.124,595.319
-23,3,-5796.74,11722.8,-796.579,595.656
-22,3,-5855.03,11838.1,-792.712,595.776
-21,3,-5911.15,11949,-788.522,595.676
-20,3,-5965.04,12055.6,-784.013,595.356
-19,3,-6016.65,12157.7,-779.186,594.813
-18,3,-6065.94,12255.3,-774.044,594.047
-17,3,-6112.85,12348.2,-768.592,593.058
-16,3,-6157.33,12436.3,-762.832,591.846
-15,3,-6199.36,12519.5,-756.77,590.412
-14,3,-6238.88,12597.8,-750.409,588.756
-13,3,-6275.86,12671,-743.756,586.881
-12,3,-6310.26,12739.2,-736.817,584.788
-11,3,-6342.07,12802.1,-729.596,582.479
-10,3,-6371.24,12859.8,-722.102,579.958
-9,3,-6397.75,12912.2,-714.34,577.228
-8,3,-6421.59,12959.2,-706.319,574.291
-7,3,-6442.73,13000.8,-698.045,571.152
-6,3,-6461.16,13036.9,-689.526,567.816
-5,3,-6476.87,13067.5,-680.771,564.285
-4,3,-6489.84,13092.5,-671.788,560.566
-3,3,-6500.06,13112,-662.585,556.662
-2,3,-6507.54,13125.9,-653.171,552.579
-1,3,-6512.27,13134.2,-643.555,548.322
0,3,-6514.25,13136.9,-633.744,543.897
1,3,-6513.48,13133.9,-623.75,539.308
2,3,-6509.98,13125.4,-613.579,534.561
3,3,-6503.74,13111.2,-603.242,529.661
4,3,-6494.79,13091.5,-592.746,524.615
5,3,-6483.13,13066.2,-582.102,519.427
6,3,-6468.77,13035.4,-571.317,514.103
7,3,-6451.75,12999.1,-560.4,508.649
8,3,-6432.08,12957.4,-549.361,503.069
9,3,-6409.77,12910.3,-538.206,497.37
10,3,-6384.87,12857.8,-526.946,491.555
11,3,-6357.39,12800.1,-515.586,485.63
12,3,-6327.36,12737.2,-504.137,479.6
13,3,-6294.82,12669.1,-492.604,473.469
14,3,-6259.8,12596,-480.996,467.241
15,3,-6222.34,12517.9,-469.32,460.922
16,3,-6182.47,12434.9,-457.583,454.514
17,3,-6140.24,12347.2,-445.793,448.022
18,3,-6095.69,12254.7,-433.955,441.449
19,3,-6048.86,12157.7,-422.076,434.799
20,3,-5999.8,12056.1,-410.162,428.074
21,3,-5948.55,11950.2,-398.22,421.279
22,3,-5895.16,11840,-386.256,414.415
23,3,-5839.7,11725.6,-374.275,407.485
24,3,-5782.2,11607.2,-362.284,400.492
25,3,-5722.73,11484.9,-350.287,393.438
26,3,-5661.33,11358.7,-338.29,386.326
27,3,-5598.07,11228.9,-326.299,379.157
28,3,-5533.01,11095.5,-314.32,371.934
29,3,-5466.2,10958.7,-302.356,364.657
30,3,-5397.7,10818.5,-290.414,357.331
31,3,-5327.58,10675.2,-278.499,349.955
32,3,-5255.9,10528.8,-266.616,342.532
33,3,-5182.71,10379.4,-254.771,335.064
34,3,-5108.09,10227.2,-242.969,327.552
35,3,-5032.09,10072.4,-231.215,320
36,3,-4954.78,9914.93,-219.516,312.408
37,3,-4876.22,9755.02,-207.876,304.78
38,3,-4796.47,9592.79,-196.302,297.117
39,3,-4715.6,9428.33,-184.8,289.423
40,3,-4633.67,9261.77,-173.375,281.7
41,3,-4550.73,9093.23,-162.033,273.951
42,3,-4466.85,8922.8,-150.781,266.18
43,3,-4382.09,8750.61,-139.626,258.39
44,3,-4296.5,8576.76,-128.573,250.586
45,3,-4210.14,8401.35,-117.63,242.771
46,3,-4123.07,8224.49,-106.803,234.95
47,3,-4035.33,8046.26,-96.0979,227.129
48,3,-3946.97,7866.78,-85.523,219.312
49,3,-3858.06,7686.13,-75.0846,211.506
50,3,-3768.62,7504.4,-64.7898,203.716
51,3,-3678.71,7321.68,-54.6455,195.949
52,3,-3588.37,7138.04,-44.6589,188.212
53,3,-3497.63,6953.58,-34.8368,180.513
54,3,-3406.54,6768.37,-25.1864,172.858
55,3,-3315.13,6582.47,-15.7144,165.256
56,3,-3223.42,6395.97,-6.42783,157.715
57,3,-3131.45,6208.93,2.66659,150.245
58,3,-3039.24,6021.41,11.5622,142.853
59,3,-2946.82,5833.47,20.2524,135.55
60,3,-2854.21,5645.18,28.7309,128.346
61,3,-2761.42,5456.58,36.9914,121.248
62,3,-2668.48,5267.72,45.0278,114.269
63,3,-2575.39,5078.66,52.8342,107.418
64,3,-2482.16,4889.44,60.4051,100.706
65,3,-2388.8,4700.11,67.7349,94.143
66,3,-2295.33,4510.69,74.8185,87.7395
67,3,-2201.73,4321.23,81.6507,81.5062
68,3,-2108.01,4131.76,88.2269,75.4538
69,3,-2014.18,3942.31,94.5425,69.5928
70,3,-1920.23,3752.91,100.593,63.9335
71,3,-1826.15,3563.59,106.375,58.4863
72,3,-1731.95,3374.37,111.884,53.2612
73,3,-1637.6,3185.27,117.116,48.268
74,3,-1543.1,2996.3,122.069,43.5162
75,3,-1448.45,2807.49,126.738,39.0151
76,3,-1353.63,2618.86,131.122,34.7735
77,3,-1258.62,2430.4,135.216,30.7998
78,3,-1163.43,2242.14,139.019,27.102
79,3,-1068.02,2054.08,142.528,23.6874
80,3,-972.381,1866.23,145.741,20.5631
81,3,-876.505,1678.6,148.655,17.7354
82,3,-780.373,1491.18,151.269,15.2099
83,3,-683.967,1303.99,153.58,12.9919
84,3,-587.27,1117.03,155.587,11.0857
85,3,-490.265,930.292,157.289,9.49509
86,3,-392.934,743.783,158.682,8.22313
87,3,-295.259,557.5,159.767,7.27211
88,3,-197.224,371.442,160.542,6.6436
89,3,-98.8102,185.61,161.004,6.3384
90,3,-2.2283e-13,-6.674e-13,161.154,6.35658
-90,4,-8.83111e-13,4.41071e-13,-724.581,509.284
-89,4,-92.5787,180.169,-724.165,510.193
-88,4,-184.788,360.572,-724.05,511.307
-87,4,-276.659,541.233,-724.237,512.626
-86,4,-368.225,722.179,-724.721,514.149
-85,4,-459.517,903.435,-725.5,515.876
-84,4,-550.566,1085.02,-726.569,517.806
-83,4,-641.404,1266.97,-727.924,519.938
-82,4,-732.06,1449.28,-729.558,522.271
-81,4,-822.564,1631.99,-731.467,524.804
-80,4,-912.945,1815.11,-733.641,527.533
-79,4,-1003.23,1998.66,-736.074,530.457
-78,4,-1093.45,2182.63,-738.757,533.573
-77,4,-1183.62,2367.05,-741.682,536.877
-76,4,-1273.78,2551.91,-744.837,540.367
-75,4,-1363.94,2737.22,-748.213,544.038
-74,4,-1454.13,2922.97,-751.8,547.887
-73,4,-1544.36,3109.16,-755.584,551.909
-72,4,-1634.66,3295.78,-759.556,556.1
-71,4,-1725.04,3482.81,-763.702,560.454
-70,4,-1815.51,3670.24,-768.01,564.967
-69,4,-1906.09,3858.04,-772.466,569.632
-68,4,-1996.78,4046.2,-777.057,574.444
-67,4,-2087.6,4234.67,-781.769,579.397
-66,4,-2178.54,4423.42,-786.588,584.484
-65,4,-2269.61,4612.42,-791.5,589.698
-64,4,-2360.8,4801.62,-796.491,595.033
-63,4,-2452.11,4990.97,-801.545,600.481
-62,4,-2543.55,5180.42,-806.648,606.035
-61,4,-2635.08,5369.92,-811.784,611.687
-60,4,-2726.71,5559.41,-816.94,617.428
-59,4,-2818.41,5748.81,-822.1,623.251
-58,4,-2910.16,5938.07,-827.249,629.147
-57,4,-3001.94,6127.11,-832.372,635.107
-56,4,-3093.73,6315.86,-837.454,641.122
-55,4,-3185.49,6504.22,-842.481,647.183
-54,4,-3277.19,6692.13,-847.438,653.279
-53,4,-3368.8,6879.5,-852.31,659.403
-52,4,-3460.27,7066.23,-857.084,665.543
-51,4,-3551.56,7252.23,-861.744,671.689
-50,4,-3642.62,7437.41,-866.278,677.832
-49,4,-3733.4,7621.66,-870.671,683.96
-48,4,-3823.86,7804.88,-874.911,690.063
-47,4,-3913.93,7986.97,-878.984,696.131
-46,4,-4003.56,8167.82,-882.878,702.152
-45,4,-4092.69,8347.32,-886.58,708.116
-44,4,-4181.26,8525.36,-890.079,714.012
-43,4,-4269.19,8701.82,-893.363,719.828
-42,4,-4356.43,8876.59,-896.42,725.554
-41,4,-4442.91,9049.54,-899.24,731.179
-40,4,-4528.55,9220.57,-901.812,736.691
-39,4,-4613.28,9389.55,-904.127,742.08
-38,4,-4697.03,9556.35,-906.176,747.334
-37,4,-4779.73,9720.85,-907.948,752.444
-36,4,-4861.31,9882.93,-909.436,757.399
-35,4,-4941.68,10042.5,-910.632,762.188
-34,4,-5020.78,10199.3,-911.529,766.8
-33,4,-5098.52,10353.4,-912.118,771.227
-32,4,-5174.84,10504.5,-912.395,775.459
-31,4,-5249.66,10652.6,-912.352,779.486
-30,4,-5322.91,10797.6,-911.986,783.3
-29,4,-5394.52,10939.2,-911.29,786.891
-28,4,-5464.41,11077.4,-910.262,790.252
-27,4,-5532.51,11212,-908.897,793.374
-26,4,-5598.76,11343,-907.192,796.251
-25,4,-5663.09,11470.2,-905.145,798.876
-24,4,-5725.44,11593.4,-902.755,801.241
-23,4,-5785.74,11712.7,-900.019,803.342
-22,4,-5843.93,11827.8,-896.938,805.173
-21,4,-5899.96,11938.6,-893.51,806.729
-20,4,-5953.77,12045.1,-889.738,808.006
-19,4,-6005.3,12147.2,-885.622,809
-18,4,-6054.51,12244.6,-881.163,809.707
-17,4,-6101.34,12337.4,-876.364,810.126
-16,4,-6145.76,12425.4,-871.228,810.253
-15,4,-6187.72,12508.6,-865.758,810.089
-14,4,-6227.18,12586.8,-859.957,809.631
-13,4,-6264.11,12660,-853.831,808.879
-12,4,-6298.47,12728,-847.385,807.833
-11,4,-6330.22,12790.9,-840.622,806.494
-10,4,-6359.35,12848.6,-833.55,804.864
-9,4,-6385.83,12900.9,-826.175,802.943
-8,4,-6409.64,12947.9,-818.503,800.734
-7,4,-6430.75,12989.4,-810.54,798.24
-6,4,-6449.16,13025.5,-802.295,795.463
-5,4,-6464.85,13056.1,-793.776,792.407
-4,4,-6477.8,13081.1,-784.989,789.075
-3,4,-6488.01,13100.6,-775.943,785.473
-2,4,-6495.49,13114.4,-766.647,781.603
-1,4,-6500.21,13122.7,-757.108,777.472
0,4,-6502.2,13125.4,-747.337,773.084
1,4,-6501.44,13122.4,-737.342,768.444
2,4,-6497.94,13113.9,-727.131,763.559
3,4,-6491.72,13099.8,-716.714,758.433
4,4,-6482.78,13080.1,-706.099,753.073
5,4,-6471.14,13054.8,-695.297,747.484
6,4,-6456.82,13024,-684.316,741.673
7,4,-6439.83,12987.7,-673.165,735.646
8,4,-6420.19,12946.1,-661.853,729.409
9,4,-6397.92,12899,-650.388,722.969
10,4,-6373.06,12846.6,-638.781,716.331
11,4,-6345.62,12788.9,-627.039,709.502
12,4,-6315.64,12726,-615.171,702.489
13,4,-6283.16,12658,-603.186,695.298
14,4,-6248.2,12584.9,-591.091,687.934
15,4,-6210.79,12506.9,-578.895,680.404
16,4,-6170.99,12424,-566.606,672.714
17,4,-6128.83,12336.3,-554.232,664.87
18,4,-6084.34,12243.9,-541.78,656.877
19,4,-6037.59,12146.9,-529.257,648.742
20,4,-5988.6,12045.4,-516.672,640.469
21,4,-5937.44,11939.6,-504.03,632.065
22,4,-5884.14,11829.5,-491.34,623.536
23,4,-5828.76,11715.2,-478.609,614.885
24,4,-5771.36,11596.9,-465.842,606.118
25,4,-5711.98,11474.6,-453.048,597.242
26,4,-5650.68,11348.6,-440.232,588.26
27,4,-5587.53,11218.9,-427.401,579.177
28,4,-5522.57,11085.6,-414.562,569.999
29,4,-5455.87,10948.9,-401.721,560.731
30,4,-5387.49,10808.8,-388.885,551.377
31,4,-5317.49,10665.6,-376.061,541.942
32,4,-5245.92,10519.3,-363.255,532.431
33,4,-5172.86,10370.1,-350.474,522.849
34,4,-5098.37,10218,-337.725,513.202
35,4,-5022.5,10063.3,-325.014,503.494
36,4,-4945.32,9905.95,-312.349,493.73
37,4,-4866.9,9746.18,-299.736,483.916
38,4,-4787.29,9584.08,-287.182,474.057
39,4,-4706.56,9419.76,-274.695,464.159
40,4,-4624.77,9253.34,-262.283,454.228
41,4,-4541.99,9084.94,-249.952,444.269
42,4,-4458.26,8914.66,-237.71,434.289
43,4,-4373.65,8742.61,-225.565,424.295
44,4,-4288.22,8568.91,-213.525,414.292
45,4,-4202.02,8393.65,-201.598,404.289
46,4,-4115.1,8216.94,-189.791,394.292
47,4,-4027.53,8038.87,-178.112,384.309
48,4,-3939.34,7859.54,-166.571,374.348
49,4,-3850.59,7679.05,-155.174,364.417
50,4,-3761.32,7497.48,-143.931,354.525
51,4,-3671.58,7314.92,-132.849,344.68
52,4,-3581.41,7131.45,-121.937,334.892
53,4,-3490.85,6947.15,-111.203,325.17
54,4,-3399.93,6762.11,-100.654,315.524
55,4,-3308.7,6576.38,-90.2996,305.963
56,4,-3217.17,6390.05,-80.1468,296.499
57,4,-3125.38,6203.18,-70.2038,287.141
58,4,-3033.35,6015.83,-60.4781,277.901
59,4,-2941.11,5828.06,-50.9773,268.79
60,4,-2848.68,5639.94,-41.7088,259.818
61,4,-2756.07,5451.51,-32.6796,250.998
62,4,-2663.31,5262.83,-23.8967,242.34
63,4,-2570.4,5073.95,-15.3668,233.857
64,4,-2477.36,4884.9,-7.09636,225.559
65,4,-2384.18,4695.74,0.908392,217.46
66,4,-2290.89,4506.5,8.64151,209.57
67,4,-2197.48,4317.21,16.0973,201.901
68,4,-2103.95,4127.92,23.2703,194.465
69,4,-2010.3,3938.65,30.1554,187.273
70,4,-1916.53,3749.43,36.7477,180.337
71,4,-1822.64,3560.28,43.0426,173.668
72,4,-1728.62,3371.23,49.0357,167.276
73,4,-1634.45,3182.31,54.7228,161.172
74,4,-1540.14,2993.52,60.1002,155.366
75,4,-1445.68,2804.89,65.1642,149.868
76,4,-1351.04,2616.43,69.9114,144.688
77,4,-1256.22,2428.15,74.3385,139.834
78,4,-1161.2,2240.06,78.4427,135.315
79,4,-1065.98,2052.18,82.2211,131.138
80,4,-970.528,1864.5,85.6711,127.311
81,4,-874.837,1677.04,88.7902,123.841
82,4,-778.889,1489.8,91.5762,120.733
83,4,-682.668,1302.79,94.0268,117.993
84,4,-586.156,1116,96.1399,115.625
85,4,-489.335,929.433,97.9138,113.633
86,4,-392.19,743.096,99.3465,112.021
87,4,-294.701,556.985,100.436,110.791
88,4,-196.852,371.1,101.182,109.944
89,4,-98.6238,185.439,101.581,109.481
90,4,-1.1414e-13,2.21504e-13,101.633,109.403
-90,5,-4.37561e-13,-7.25717e-15,-784.885,609.504
-89,5,-92.3751,179.995,-784.372,610.514
-88,5,-184.381,360.223,-784.193,611.797
-87,5,-276.05,540.709,-784.345,613.351
-86,5,-367.413,721.48,-784.826,615.176
-85,5,-458.502,902.558,-785.632,617.273
-84,5,-549.349,1083.97,-786.759,619.64
-83,5,-639.984,1265.73,-788.201,622.276
-82,5,-730.438,1447.87,-789.953,625.179
-81,5,-820.74,1630.39,-792.008,628.346
-80,5,-910.919,1813.33,-794.359,631.776
-79,5,-1001,1996.68,-796.998,635.465
-78,5,-1091.02,2180.47,-799.916,639.41
-77,5,-1180.99,2364.69,-803.103,643.607
-76,5,-1270.95,2549.36,-806.55,648.051
-75,5,-1360.9,2734.47,-810.247,652.739
-74,5,-1450.89,2920.03,-814.181,657.666
-73,5,-1540.92,3106.02,-818.342,662.826
-72,5,-1631.02,3292.43,-822.717,668.213
-71,5,-1721.19,3479.26,-827.293,673.821
-70,5,-1811.46,3666.49,-832.058,679.644
-69,5,-1901.83,3854.08,-836.997,685.676
-68,5,-1992.32,4042.02,-842.098,691.909
-67,5,-2082.93,4230.28,-847.345,698.335
-66,5,-2173.67,4418.82,-852.725,704.948
-65,5,-2264.53,4607.6,-858.223,711.738
-64,5,-2355.52,4796.58,-863.823,718.698
-63,5,-2446.63,4985.71,-869.511,725.818
-62,5,-2537.86,5174.94,-875.271,733.089
-61,5,-2629.19,5364.22,-881.088,740.503
-60,5,-2720.61,5553.48,-886.947,748.049
-59,5,-2812.1,5742.66,-892.831,755.718
-58,5,-2903.65,5931.69,-898.726,763.499
-57,5,-2995.23,6120.5,-904.615,771.38
-56,5,-3086.81,6309.02,-910.483,779.353
-55,5,-3178.37,6497.16,-916.314,787.404
-54,5,-3269.86,6684.84,-922.094,795.524
-53,5,-3361.26,6871.97,-927.807,803.699
-52,5,-3452.53,7058.47,-933.437,811.919
-51,5,-3543.61,7244.24,-938.97,820.17
-50,5,-3634.47,7429.19,-944.391,828.44
-49,5,-3725.06,7613.21,-949.685,836.717
-48,5,-3815.32,7796.21,-954.839,844.988
-47,5,-3905.19,7978.07,-959.838,853.24
-46,5,-3994.62,8158.69,-964.667,861.458
-45,5,-4083.56,8337.97,-969.315,869.631
-44,5,-4171.93,8515.78,-973.767,877.744
-43,5,-4259.67,8692.02,-978.011,885.784
-42,5,-4346.72,8866.57,-982.035,893.737
-41,5,-4433.01,9039.3,-985.825,901.59
-40,5,-4518.46,9210.11,-989.372,909.329
-39,5,-4603.01,9378.88,-992.662,916.94
-38,5,-4686.59,9545.46,-995.687,924.41
-37,5,-4769.11,9709.76,-998.434,931.725
-36,5,-4850.51,9871.63,-1000.9,938.871
-35,5,-4930.71,10031,-1003.06,945.836
-34,5,-5009.64,10187.6,-1004.92,952.607
-33,5,-5087.22,10341.5,-1006.47,959.17
-32,5,-5163.38,10492.4,-1007.69,965.514
-31,5,-5238.05,10640.3,-1008.59,971.625
-30,5,-5311.14,10785.1,-1009.15,977.493
-29,5,-5382.6,10926.5,-1009.37,983.105
-28,5,-5452.35,11064.5,-1009.24,988.45
-27,5,-5520.31,11199,-1008.76,993.519
-26,5,-5586.43,11329.8,-1007.92,998.3
-25,5,-5650.63,11456.8,-1006.73,1002.78
-24,5,-5712.85,11579.9,-1005.17,1006.96
-23,5,-5773.03,11699,-1003.24,1010.82
-22,5,-5831.1,11814,-1000.94,1014.36
-21,5,-5887.02,11924.7,-998.277,1017.57
-20,5,-5940.72,12031.1,-995.241,1020.44
-19,5,-5992.15,12132.9,-991.835,1022.97
-18,5,-6041.27,12230.3,-988.058,1025.15
-17,5,-6088.01,12322.9,-983.912,1026.97
-16,5,-6132.35,12410.8,-979.399,1028.44
-15,5,-6174.23,12493.9,-974.52,1029.54
-14,5,-6213.61,12572,-969.28,1030.28
-13,5,-6250.47,12645.1,-963.681,1030.65
-12,5,-6284.77,12713.1,-957.726,1030.65
-11,5,-6316.47,12775.9,-951.422,1030.28
-10,5,-6345.54,12833.5,-944.772,1029.54
-9,5,-6371.98,12885.7,-937.782,1028.43
-8,5,-6395.74,12932.6,-930.459,1026.95
-7,5,-6416.82,12974.1,-922.808,1025.09
-6,5,-6435.2,13010.1,-914.837,1022.88
-5,5,-6450.86,13040.7,-906.552,1020.29
-4,5,-6463.79,13065.7,-897.961,1017.35
-3,5,-6473.99,13085.1,-889.073,1014.05
-2,5,-6481.46,13099,-879.894,1010.39
-1,5,-6486.18,13107.2,-870.435,1006.39
0,5,-6488.16,13109.9,-860.702,1002.04
1,5,-6487.41,13107,-850.706,997.346
2,5,-6483.93,13098.4,-840.455,992.322
3,5,-6477.72,13084.3,-829.959,986.969
4,5,-6468.81,13064.6,-819.226,981.295
5,5,-6457.19,13039.4,-808.266,975.306
6,5,-6442.9,13008.6,-797.089,969.008
7,5,-6425.94,12972.4,-785.704,962.409
8,5,-6406.34,12930.8,-774.12,955.516
9,5,-6384.12,12883.7,-762.346,948.336
10,5,-6359.3,12831.4,-750.393,940.876
11,5,-6331.92,12773.8,-738.269,933.145
12,5,-6302.01,12710.9,-725.984,925.15
13,5,-6269.58,12643,-713.547,916.899
14,5,-6234.69,12570,-700.966,908.401
15,5,-6197.36,12492.1,-688.252,899.662
16,5,-6157.63,12409.3,-675.412,890.691
17,5,-6115.55,12321.7,-662.455,881.496
18,5,-6071.15,12229.4,-649.39,872.086
19,5,-6024.49,12132.5,-636.225,862.467
20,5,-5975.59,12031.2,-622.969,852.649
21,5,-5924.53,11925.4,-609.63,842.639
22,5,-5871.33,11815.4,-596.216,832.446
23,5,-5816.06,11701.3,-582.736,822.076
24,5,-5758.77,11583.1,-569.196,811.539
25,5,-5699.51,11461,-555.606,800.842
26,5,-5638.33,11335.1,-541.972,789.993
27,5,-5575.3,11205.5,-528.304,779
28,5,-5510.47,11072.4,-514.608,767.871
29,5,-5443.9,10935.8,-500.893,756.613
30,5,-5375.66,10796,-487.166,745.235
31,5,-5305.79,10652.9,-473.436,733.745
32,5,-5234.37,10506.8,-459.709,722.15
33,5,-5161.46,10357.7,-445.995,710.459
34,5,-5087.11,10205.8,-432.302,698.679
35,5,-5011.4,10051.3,-418.637,686.819
36,5,-4934.38,9894.13,-405.008,674.888
37,5,-4856.12,9734.54,-391.425,662.892
38,5,-4776.68,9572.63,-377.895,650.842
39,5,-4696.12,9408.5,-364.428,638.744
40,5,-4614.5,9242.27,-351.031,626.609
41,5,-4531.89,9074.07,-337.714,614.446
42,5,-4448.34,8903.99,-324.486,602.262
43,5,-4363.91,8732.15,-311.356,590.068
44,5,-4278.66,8558.65,-298.332,577.873
45,5,-4192.64,8383.6,-285.424,565.687
46,5,-4105.92,8207.09,-272.641,553.519
47,5,-4018.53,8029.24,-259.993,541.38
48,5,-3930.54,7850.13,-247.489,529.281
49,5,-3841.98,7669.85,-235.139,517.231
50,5,-3752.91,7488.5,-222.951,505.243
51,5,-3663.37,7306.16,-210.936,493.326
52,5,-3573.4,7122.91,-199.103,481.493
53,5,-3483.04,6938.83,-187.46,469.754
54,5,-3392.33,6754.01,-176.018,458.123
55,5,-3301.29,6568.51,-164.784,446.61
56,5,-3209.97,6382.4,-153.77,435.229
57,5,-3118.38,6195.76,-142.982,423.99
58,5,-3026.56,6008.63,-132.431,412.908
59,5,-2934.53,5821.1,-122.123,401.995
60,5,-2842.31,5633.2,-112.069,391.263
61,5,-2749.91,5445,-102.275,380.726
62,5,-2657.36,5256.55,-92.7494,370.396
63,5,-2564.66,5067.9,-83.4999,360.287
64,5,-2471.82,4879.08,-74.5338,350.411
65,5,-2378.86,4690.15,-65.8578,340.781
66,5,-2285.78,4501.13,-57.4788,331.411
67,5,-2192.58,4312.08,-49.403,322.313
68,5,-2099.26,4123.01,-41.6366,313.499
69,5,-2005.83,3933.97,-34.1854,304.983
70,5,-1912.27,3744.98,-27.0547,296.776
71,5,-1818.59,3556.06,-20.2498,288.89
72,5,-1724.78,3367.24,-13.7755,281.337
73,5,-1630.83,3178.54,-7.63646,274.127
74,5,-1536.73,2989.98,-1.83697,267.273
75,5,-1442.47,2801.57,3.61891,260.784
76,5,-1348.05,2613.34,8.72739,254.669
77,5,-1253.44,2425.28,13.4849,248.94
78,5,-1158.64,2237.42,17.8881,243.603
79,5,-1063.63,2049.76,21.9339,238.668
80,5,-968.388,1862.31,25.6193,234.142
81,5,-872.91,1675.07,28.9415,230.032
82,5,-777.175,1488.05,31.8981,226.345
83,5,-681.167,1301.26,34.4865,223.085
84,5,-584.868,1114.69,36.7045,220.258
85,5,-488.262,928.342,38.55,217.867
86,5,-391.33,742.224,40.0208,215.917
87,5,-294.056,556.332,41.1151,214.408
88,5,-196.421,370.665,41.831,213.344
89,5,-98.4082,185.222,42.1669,212.724
90,5,-4.47237e-13,8.87218e-13,42.1213,212.549
-90,6,-2.13575e-13,6.56682e-13,-845.141,709.68
-89,6,-92.1483,179.777,-844.532,710.791
-88,6,-183.928,359.787,-844.288,712.242
-87,6,-275.371,540.053,-844.405,714.031
-86,6,-366.508,720.603,-844.882,716.159
-85,6,-457.372,901.459,-845.714,718.625
-84,6,-547.994,1082.64,-846.896,721.428
-83,6,-638.404,1264.18,-848.424,724.567
-82,6,-728.633,1446.09,-850.292,728.038
-81,6,-818.71,1628.39,-852.492,731.84
-80,6,-908.664,1811.09,-855.017,735.969
-79,6,-998.523,1994.21,-857.859,740.422
-78,6,-1088.31,2177.76,-861.009,745.194
-77,6,-1178.06,2361.75,-864.456,750.282
-76,6,-1267.79,2546.18,-868.192,755.68
-75,6,-1357.52,2731.04,-872.206,761.383
-74,6,-1447.28,2916.35,-876.484,767.386
-73,6,-1537.09,3102.09,-881.017,773.681
-72,6,-1626.96,3288.25,-885.791,780.262
-71,6,-1716.91,3474.83,-890.794,787.122
-70,6,-1806.95,3661.79,-896.012,794.254
-69,6,-1897.09,3849.13,-901.43,801.65
-68,6,-1987.36,4036.8,-907.036,809.3
-67,6,-2077.74,4224.79,-912.815,817.198
-66,6,-2168.24,4413.06,-918.751,825.333
-65,6,-2258.88,4601.57,-924.83,833.696
-64,6,-2349.64,4790.28,-931.035,842.277
-63,6,-2440.52,4979.13,-937.353,851.065
-62,6,-2531.51,5168.09,-943.766,860.051
-61,6,-2622.61,5357.08,-950.259,869.224
-60,6,-2713.8,5546.06,-956.815,878.571
-59,6,-2805.06,5734.96,-963.419,888.081
-58,6,-2896.38,5923.71,-970.055,897.742
-57,6,-2987.73,6112.23,-976.705,907.542
-56,6,-3079.08,6300.46,-983.355,917.468
-55,6,-3170.41,6488.31,-989.987,927.506
-54,6,-3261.67,6675.71,-996.585,937.644
