Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-57,162,1100.21,-1935.42,3783.45,-7667.07
-56,162,1132.58,-1991.02,3830.06,-7763.56
-55,162,1164.81,-2046.27,3877.45,-7861.76
-54,162,1196.9,-2101.13,3925.56,-7961.58
-53,162,1228.82,-2155.6,3974.34,-8062.9
-52,162,1260.56,-2209.65,4023.73,-8165.64
-51,162,1292.1,-2263.26,4073.67,-8269.67
-50,162,1323.43,-2316.41,4124.12,-8374.9
-49,162,1354.53,-2369.08,4175.01,-8481.21
-48,162,1385.38,-2421.23,4226.3,-8588.49
-47,162,1415.96,-2472.86,4277.93,-8696.62
-46,162,1446.26,-2523.94,4329.84,-8805.47
-45,162,1476.26,-2574.43,4381.98,-8914.93
-44,162,1505.94,-2624.33,4434.28,-9024.87
-43,162,1535.28,-2673.6,4486.7,-9135.17
-42,162,1564.26,-2722.22,4539.17,-9245.7
-41,162,1592.86,-2770.16,4591.64,-9356.33
-40,162,1621.07,-2817.4,4644.05,-9466.92
-39,162,1648.86,-2863.91,4696.34,-9577.34
-38,162,1676.22,-2909.67,4748.45,-9687.46
-37,162,1703.12,-2954.65,4800.33,-9797.14
-36,162,1729.56,-2998.82,4851.9,-9906.25
-35,162,1755.51,-3042.17,4903.12,-10014.6
-34,162,1780.95,-3084.66,4953.93,-10122.2
-33,162,1805.87,-3126.26,5004.25,-10228.7
-32,162,1830.24,-3166.96,5054.04,-10334.1
-31,162,1854.05,-3206.73,5103.22,-10438.3
-30,162,1877.29,-3245.53,5151.75,-10541
-29,162,1899.94,-3283.36,5199.56,-10642.2
-28,162,1921.97,-3320.17,5246.59,-10741.7
-27,162,1943.38,-3355.96,5292.79,-10839.4
-26,162,1964.16,-3390.69,5338.08,-10935.2
-25,162,1984.27,-3424.34,5382.42,-11028.8
-24,162,2003.72,-3456.88,5425.75,-11120.3
-23,162,2022.48,-3488.31,5468.01,-11209.4
-22,162,2040.55,-3518.58,5509.14,-11296
-21,162,2057.91,-3547.69,5549.09,-11380
-20,162,2074.54,-3575.6,5587.81,-11461.4
-19,162,2090.45,-3602.31,5625.24,-11539.8
-18,162,2105.6,-3627.79,5661.34,-11615.4
-17,162,2120,-3652.02,5696.05,-11687.8
-16,162,2133.64,-3674.98,5729.33,-11757.1
-15,162,2146.5,-3696.65,5761.14,-11823.1
-14,162,2158.57,-3717.02,5791.43,-11885.8
-13,162,2169.85,-3736.08,5820.16,-11945
-12,162,2180.33,-3753.8,5847.29,-12000.6
-11,162,2190,-3770.17,5872.79,-12052.6
-10,162,2198.85,-3785.19,5896.62,-12100.9
-9,162,2206.88,-3798.83,5918.76,-12145.4
-8,162,2214.08,-3811.08,5939.17,-12186
-7,162,2220.45,-3821.94,5957.83,-12222.7
-6,162,2225.98,-3831.39,5974.72,-12255.4
-5,162,2230.66,-3839.42,5989.82,-12284.1
-4,162,2234.5,-3846.04,6003.11,-12308.6
-3,162,2237.5,-3851.22,6014.58,-12329.1
-2,162,2239.64,-3854.97,6024.22,-12345.4
-1,162,2240.93,-3857.28,6032.03,-12357.6
0,162,2241.36,-3858.15,6037.99,-12365.5
1,162,2240.94,-3857.57,6042.12,-12369.2
2,162,2239.67,-3855.55,6044.4,-12368.7
3,162,2237.55,-3852.09,6044.85,-12363.9
4,162,2234.57,-3847.17,6043.47,-12355
5,162,2230.74,-3840.82,6040.28,-12341.8
6,162,2226.07,-3833.03,6035.29,-12324.5
7,162,2220.55,-3823.81,6028.52,-12302.9
8,162,2214.2,-3813.17,6019.98,-12277.3
9,162,2207.01,-3801.1,6009.71,-12247.6
10,162,2198.98,-3787.62,5997.72,-12213.8
11,162,2190.14,-3772.74,5984.05,-12176
12,162,2180.47,-3756.48,5968.73,-12134.3
13,162,2169.99,-3738.83,5951.78,-12088.7
14,162,2158.71,-3719.82,5933.24,-12039.3
15,162,2146.64,-3699.46,5913.16,-11986.1
16,162,2133.78,-3677.76,5891.56,-11929.3
17,162,2120.14,-3654.75,5868.5,-11869
18,162,2105.73,-3630.43,5844.02,-11805.2
19,162,2090.57,-3604.83,5818.15,-11738
20,162,2074.67,-3577.96,5790.95,-11667.6
21,162,2058.03,-3549.86,5762.46,-11594
22,162,2040.66,-3520.53,5732.74,-11517.4
23,162,2022.6,-3489.99,5701.82,-11437.9
24,162,2003.83,-3458.29,5669.78,-11355.5
25,162,1984.39,-3425.42,5636.64,-11270.5
26,162,1964.28,-3391.43,5602.48,-11183
27,162,1943.52,-3356.33,5567.34,-11093
28,162,1922.13,-3320.15,5531.28,-11000.8
29,162,1900.11,-3282.91,5494.34,-10906.5
30,162,1877.49,-3244.64,5456.6,-10810.2
31,162,1854.29,-3205.38,5418.09,-10712
32,162,1830.52,-3165.14,5378.88,-10612.2
33,162,1806.19,-3123.95,5339.03,-10510.8
34,162,1781.33,-3081.84,5298.58,-10408
35,162,1755.95,-3038.84,5257.59,-10304
36,162,1730.08,-2994.97,5216.12,-10198.9
37,162,1703.72,-2950.27,5174.23,-10092.8
38,162,1676.9,-2904.76,5131.96,-9986.03
39,162,1649.64,-2858.47,5089.38,-9878.6
40,162,1621.96,-2811.43,5046.53,-9770.7
41,162,1593.86,-2763.67,5003.48,-9662.48
42,162,1565.38,-2715.21,4960.27,-9554.09
43,162,1536.53,-2666.08,4916.96,-9445.69
44,162,1507.33,-2616.3,4873.6,-9337.41
45,162,1477.8,-2565.92,4830.25,-9229.41
46,162,1447.95,-2514.94,4786.96,-9121.82
47,162,1417.81,-2463.4,4743.77,-9014.79
48,162,1387.39,-2411.33,4700.75,-8908.46
49,162,1356.7,-2358.74,4657.94,-8802.96
50,162,1325.77,-2305.67,4615.4,-8698.41
51,162,1294.61,-2252.14,4573.17,-8594.96
52,162,1263.23,-2198.17,4531.31,-8492.71
53,162,1231.66,-2143.79,4489.86,-8391.8
54,162,1199.9,-2089.02,4448.89,-8292.34
55,162,1167.98,-2033.87,4408.43,-8194.43
56,162,1135.9,-1978.38,4368.54,-8098.19
57,162,1103.68,-1922.56,4329.27,-8003.72
58,162,1071.32,-1866.44,4290.67,-7911.12
59,162,1038.85,-1810.03,4252.79,-7820.48
60,162,1006.27,-1753.35,4215.68,-7731.89
61,162,973.594,-1696.42,4179.38,-7645.43
62,162,940.829,-1639.26,4143.95,-7561.19
63,162,907.983,-1581.89,4109.44,-7479.24
64,162,875.064,-1524.32,4075.9,-7399.65
65,162,842.08,-1466.57,4043.37,-7322.49
66,162,809.037,-1408.65,4011.9,-7247.82
67,162,775.939,-1350.59,3981.54,-7175.69
68,162,742.791,-1292.38,3952.34,-7106.16
69,162,709.596,-1234.06,3924.35,-7039.29
70,162,676.357,-1175.62,3897.6,-6975.1
71,162,643.075,-1117.08,3872.15,-6913.65
72,162,609.753,-1058.46,3848.05,-6854.98
73,162,576.39,-999.77,3825.32,-6799.11
74,162,542.985,-941.013,3804.03,-6746.08
75,162,509.537,-882.205,3784.2,-6695.92
76,162,476.045,-823.355,3765.89,-6648.64
77,162,442.505,-764.473,3749.12,-6604.28
78,162,408.915,-705.569,3733.94,-6562.85
79,162,375.27,-646.652,3720.38,-6524.36
80,162,341.566,-587.73,3708.48,-6488.83
81,162,307.798,-528.812,3698.26,-6456.27
82,162,273.961,-469.905,3689.76,-6426.7
83,162,240.049,-411.019,3683.01,-6400.11
84,162,206.055,-352.161,3678.03,-6376.51
85,162,171.973,-293.338,3674.85,-6355.92
86,162,137.796,-234.557,3673.49,-6338.32
87,162,103.517,-175.826,3673.96,-6323.72
88,162,69.1301,-117.151,3676.29,-6312.12
89,162,34.6267,-58.5403,3680.49,-6303.52
90,162,1.15846e-13,-4.62574e-13,3686.57,-6297.92
-90,163,5.96113e-13,1.14963e-13,3029.81,-5941.87
-89,163,32.6144,-56.0428,3024.25,-5946.88
-88,163,65.1126,-112.149,3020.83,-5955.14
-87,163,97.5034,-168.309,3019.53,-5966.67
-86,163,129.796,-224.515,3020.34,-5981.45
-85,163,161.998,-280.755,3023.23,-5999.48
-84,163,194.118,-337.022,3028.19,-6020.76
-83,163,226.166,-393.305,3035.18,-6045.28
-82,163,258.147,-449.594,3044.2,-6073.02
-81,163,290.071,-505.881,3055.2,-6103.97
-80,163,321.944,-562.156,3068.15,-6138.11
-79,163,353.772,-618.408,3083.03,-6175.41
-78,163,385.562,-674.628,3099.8,-6215.86
-77,163,417.319,-730.806,3118.41,-6259.41
-76,163,449.047,-786.932,3138.84,-6306.05
-75,163,480.751,-842.995,3161.04,-6355.74
-74,163,512.434,-898.984,3184.97,-6408.43
-73,163,544.097,-954.89,3210.59,-6464.1
-72,163,575.743,-1010.7,3237.85,-6522.69
-71,163,607.373,-1066.4,3266.7,-6584.15
-70,163,638.985,-1121.99,3297.11,-6648.45
-69,163,670.579,-1177.45,3329.01,-6715.52
-68,163,702.154,-1232.76,3362.37,-6785.31
-67,163,733.705,-1287.92,3397.13,-6857.77
-66,163,765.229,-1342.92,3433.24,-6932.82
-65,163,796.721,-1397.73,3470.65,-7010.41
-64,163,828.176,-1452.35,3509.32,-7090.46
-63,163,859.587,-1506.76,3549.18,-7172.91
-62,163,890.946,-1560.95,3590.2,-7257.68
-61,163,922.244,-1614.89,3632.31,-7344.69
-60,163,953.474,-1668.59,3675.46,-7433.87
-59,163,984.623,-1722.01,3719.6,-7525.12
-58,163,1015.68,-1775.15,3764.68,-7618.37
-57,163,1046.64,-1827.99,3810.64,-7713.52
-56,163,1077.48,-1880.5,3857.43,-7810.48
-55,163,1108.2,-1932.68,3905,-7909.15
-54,163,1138.77,-1984.49,3953.3,-8009.44
-53,163,1169.19,-2035.93,4002.27,-8111.25
-52,163,1199.43,-2086.97,4051.85,-8214.47
-51,163,1229.49,-2137.6,4101.99,-8318.99
-50,163,1259.35,-2187.78,4152.64,-8424.7
-49,163,1288.99,-2237.51,4203.74,-8531.5
-48,163,1318.39,-2286.76,4255.24,-8639.26
-47,163,1347.54,-2335.5,4307.08,-8747.87
-46,163,1376.43,-2383.72,4359.2,-8857.21
-45,163,1405.02,-2431.39,4411.56,-8967.15
-44,163,1433.31,-2478.49,4464.08,-9077.58
-43,163,1461.28,-2525,4516.72,-9188.35
-42,163,1488.9,-2570.89,4569.42,-9299.36
-41,163,1516.17,-2616.14,4622.12,-9410.45
-40,163,1543.06,-2660.72,4674.76,-9521.51
-39,163,1569.56,-2704.61,4727.28,-9632.4
-38,163,1595.65,-2747.79,4779.62,-9742.97
-37,163,1621.3,-2790.23,4831.73,-9853.11
-36,163,1646.51,-2831.91,4883.54,-9962.66
-35,163,1671.25,-2872.8,4934.99,-10071.5
-34,163,1695.51,-2912.88,4986.03,-10179.5
-33,163,1719.27,-2952.13,5036.59,-10286.4
-32,163,1742.51,-2990.52,5086.61,-10392.3
-31,163,1765.23,-3028.02,5136.04,-10496.8
-30,163,1787.39,-3064.62,5184.8,-10600
-29,163,1808.99,-3100.29,5232.84,-10701.6
-28,163,1830.01,-3135,5280.11,-10801.5
-27,163,1850.44,-3168.74,5326.53,-10899.6
-26,163,1870.26,-3201.48,5372.06,-10995.7
-25,163,1889.45,-3233.2,5416.62,-11089.7
-24,163,1908.01,-3263.88,5460.18,-11181.5
-23,163,1925.92,-3293.5,5502.65,-11270.9
-22,163,1943.17,-3322.03,5544,-11357.9
-21,163,1959.74,-3349.46,5584.17,-11442.2
-20,163,1975.63,-3375.77,5623.1,-11523.8
-19,163,1990.82,-3400.93,5660.74,-11602.6
-18,163,2005.3,-3424.93,5697.04,-11678.4
-17,163,2019.06,-3447.76,5731.95,-11751.1
-16,163,2032.1,-3469.38,5765.42,-11820.7
-15,163,2044.4,-3489.8,5797.42,-11886.9
-14,163,2055.95,-3508.99,5827.88,-11949.8
-13,163,2066.74,-3526.93,5856.79,-12009.2
-12,163,2076.78,-3543.62,5884.09,-12065
-11,163,2086.04,-3559.03,5909.75,-12117.2
-10,163,2094.53,-3573.16,5933.73,-12165.6
-9,163,2102.23,-3586,5956.01,-12210.3
-8,163,2109.15,-3597.53,5976.56,-12251
-7,163,2115.28,-3607.75,5995.36,-12287.8
-6,163,2120.6,-3616.64,6012.37,-12320.6
-5,163,2125.13,-3624.19,6027.58,-12349.4
-4,163,2128.85,-3630.41,6040.98,-12374
-3,163,2131.77,-3635.27,6052.55,-12394.5
-2,163,2133.87,-3638.79,6062.28,-12410.9
-1,163,2135.16,-3640.95,6070.16,-12423
0,163,2135.64,-3641.75,6076.19,-12430.9
1,163,2135.31,-3641.19,6080.37,-12434.6
2,163,2134.17,-3639.27,6082.7,-12434.1
3,163,2132.21,-3635.99,6083.19,-12429.3
4,163,2129.44,-3631.35,6081.84,-12420.2
5,163,2125.86,-3625.35,6078.67,-12407
6,163,2121.47,-3617.99,6073.69,-12389.5
7,163,2116.28,-3609.28,6066.91,-12367.8
8,163,2110.29,-3599.23,6058.37,-12342
9,163,2103.51,-3587.85,6048.07,-12312.1
10,163,2095.93,-3575.13,6036.05,-12278.2
11,163,2087.56,-3561.1,6022.34,-12240.2
12,163,2078.42,-3545.75,6006.96,-12198.2
13,163,2068.5,-3529.11,5989.94,-12152.4
14,163,2057.81,-3511.17,5971.33,-12102.7
15,163,2046.36,-3491.97,5951.17,-12049.3
16,163,2034.16,-3471.51,5929.48,-11992.3
17,163,2021.22,-3449.8,5906.31,-11931.6
18,163,2007.55,-3426.87,5881.71,-11867.5
19,163,1993.16,-3402.73,5855.72,-11800
20,163,1978.05,-3377.4,5828.38,-11729.3
21,163,1962.25,-3350.89,5799.75,-11655.3
22,163,1945.75,-3323.23,5769.87,-11578.4
23,163,1928.58,-3294.44,5738.8,-11498.4
24,163,1910.74,-3264.54,5706.58,-11415.7
25,163,1892.25,-3233.55,5673.27,-11330.3
26,163,1873.13,-3201.49,5638.91,-11242.4
27,163,1853.38,-3168.39,5603.57,-11152
28,163,1833.03,-3134.27,5567.3,-11059.3
29,163,1812.08,-3099.16,5530.16,-10964.6
30,163,1790.55,-3063.07,5492.18,-10867.8
31,163,1768.47,-3026.04,5453.45,-10769.2
32,163,1745.84,-2988.09,5414,-10668.9
33,163,1722.67,-2949.24,5373.89,-10567
34,163,1699,-2909.53,5333.19,-10463.8
35,163,1674.83,-2868.97,5291.94,-10359.3
36,163,1650.19,-2827.6,5250.2,-10253.7
37,163,1625.08,-2785.44,5208.03,-10147.2
38,163,1599.53,-2742.51,5165.48,-10040
39,163,1573.56,-2698.85,5122.61,-9932.05
40,163,1547.17,-2654.48,5079.47,-9823.67
41,163,1520.4,-2609.42,5036.11,-9714.98
42,163,1493.26,-2563.71,4992.6,-9606.12
43,163,1465.76,-2517.36,4948.98,-9497.24
44,163,1437.92,-2470.41,4905.3,-9388.49
45,163,1409.77,-2422.87,4861.63,-9280.03
46,163,1381.31,-2374.78,4818.01,-9171.98
47,163,1352.57,-2326.15,4774.5,-9064.5
48,163,1323.56,-2277.02,4731.15,-8957.71
49,163,1294.3,-2227.4,4688,-8851.77
50,163,1264.8,-2177.32,4645.12,-8746.79
51,163,1235.08,-2126.81,4602.55,-8642.9
52,163,1205.16,-2075.88,4560.35,-8540.23
53,163,1175.04,-2024.56,4518.57,-8438.91
54,163,1144.75,-1972.86,4477.25,-8339.04
55,163,1114.3,-1920.82,4436.45,-8240.74
56,163,1083.69,-1868.44,4396.22,-8144.11
57,163,1052.95,-1815.75,4356.62,-8049.27
58,163,1022.09,-1762.78,4317.68,-7956.3
59,163,991.109,-1709.52,4279.46,-7865.3
60,163,960.026,-1656.02,4242.02,-7776.36
61,163,928.849,-1602.28,4205.4,-7689.57
62,163,897.587,-1548.31,4169.65,-7605.01
63,163,866.247,-1494.15,4134.82,-7522.74
64,163,834.839,-1439.79,4100.96,-7442.85
65,163,803.367,-1385.26,4068.12,-7365.4
66,163,771.838,-1330.57,4036.36,-7290.45
67,163,740.257,-1275.74,4005.71,-7218.05
68,163,708.628,-1220.77,3976.23,-7148.27
69,163,676.954,-1165.69,3947.96,-7081.15
70,163,645.238,-1110.5,3920.95,-7016.73
71,163,613.483,-1055.22,3895.25,-6955.06
72,163,581.688,-999.856,3870.9,-6896.18
73,163,549.854,-944.421,3847.94,-6840.11
74,163,517.981,-888.924,3826.43,-6786.9
75,163,486.068,-833.377,3806.4,-6736.56
76,163,454.113,-777.789,3787.89,-6689.12
77,163,422.113,-722.17,3770.94,-6644.6
78,163,390.065,-666.528,3755.6,-6603.02
79,163,357.966,-610.873,3741.89,-6564.4
80,163,325.812,-555.213,3729.85,-6528.75
81,163,293.597,-499.555,3719.51,-6496.08
82,163,261.317,-443.909,3710.91,-6466.4
83,163,228.966,-388.281,3704.07,-6439.72
84,163,196.539,-332.678,3699.03,-6416.04
85,163,164.028,-277.109,3695.79,-6395.37
86,163,131.428,-221.58,3694.39,-6377.7
87,163,98.732,-166.097,3694.85,-6363.05
88,163,65.9332,-110.669,3697.18,-6351.4
89,163,33.0248,-55.3008,3701.39,-6342.77
90,163,-1.78699e-13,-3.09722e-13,3707.51,-6337.13
-90,164,3.85218e-13,-2.32954e-13,3053.31,-5976.56
-89,164,30.8939,-52.7182,3047.73,-5981.6
-88,164,61.6788,-105.497,3044.28,-5989.92
-87,164,92.3632,-158.327,3042.96,-6001.51
-86,164,122.956,-211.199,3043.75,-6016.38
-85,164,153.465,-264.106,3046.63,-6034.53
-84,164,183.898,-317.037,3051.59,-6055.93
-83,164,214.265,-369.985,3058.6,-6080.6
-82,164,244.571,-422.94,3067.63,-6108.5
-81,164,274.825,-475.893,3078.65,-6139.63
-80,164,305.034,-528.835,3091.63,-6173.96
-79,164,335.204,-581.757,3106.55,-6211.47
-78,164,365.34,-634.65,3123.36,-6252.15
-77,164,395.447,-687.503,3142.02,-6295.95
-76,164,425.531,-740.309,3162.51,-6342.84
-75,164,455.595,-793.056,3184.77,-6392.8
-74,164,485.642,-845.734,3208.77,-6445.78
-73,164,515.675,-898.335,3234.46,-6501.75
-72,164,545.695,-950.847,3261.8,-6560.65
-71,164,575.702,-1003.26,3290.74,-6622.45
-70,164,605.696,-1055.56,3321.24,-6687.08
-69,164,635.677,-1107.74,3353.24,-6754.51
-68,164,665.642,-1159.79,3386.7,-6824.66
-67,164,695.589,-1211.69,3421.57,-6897.49
-66,164,725.513,-1263.44,3457.8,-6972.92
-65,164,755.411,-1315.01,3495.33,-7050.9
-64,164,785.275,-1366.41,3534.12,-7131.35
-63,164,815.101,-1417.6,3574.12,-7214.21
-62,164,844.881,-1468.59,3615.27,-7299.39
-61,164,874.606,-1519.35,3657.52,-7386.82
-60,164,904.268,-1569.88,3700.81,-7476.42
-59,164,933.857,-1620.14,3745.11,-7568.11
-58,164,963.362,-1670.14,3790.34,-7661.79
-57,164,992.773,-1719.85,3836.46,-7757.38
-56,164,1022.08,-1769.26,3883.42,-7854.79
-55,164,1051.26,-1818.35,3931.16,-7953.91
-54,164,1080.31,-1867.1,3979.63,-8054.66
-53,164,1109.22,-1915.49,4028.77,-8156.92
-52,164,1137.96,-1963.51,4078.53,-8260.59
-51,164,1166.53,-2011.14,4128.86,-8365.57
-50,164,1194.91,-2058.35,4179.7,-8471.74
-49,164,1223.08,-2105.12,4230.99,-8578.99
-48,164,1251.03,-2151.44,4282.69,-8687.21
-47,164,1278.74,-2197.29,4334.72,-8796.28
-46,164,1306.19,-2242.64,4387.05,-8906.07
-45,164,1333.38,-2287.48,4439.61,-9016.46
-44,164,1360.27,-2331.77,4492.34,-9127.34
-43,164,1386.86,-2375.5,4545.19,-9238.57
-42,164,1413.12,-2418.65,4598.1,-9350.01
-41,164,1439.05,-2461.2,4651.01,-9461.55
-40,164,1464.62,-2503.11,4703.87,-9573.05
-39,164,1489.81,-2544.37,4756.61,-9684.37
-38,164,1514.61,-2584.96,4809.17,-9795.38
-37,164,1539.01,-2624.86,4861.5,-9905.94
-36,164,1562.98,-2664.03,4913.53,-10015.9
-35,164,1586.51,-2702.46,4965.21,-10125.2
-34,164,1609.58,-2740.13,5016.47,-10233.5
-33,164,1632.18,-2777,5067.26,-10340.9
-32,164,1654.28,-2813.07,5117.5,-10447.1
-31,164,1675.89,-2848.31,5167.15,-10552.1
-30,164,1696.97,-2882.69,5216.14,-10655.6
-29,164,1717.52,-2916.19,5264.4,-10757.6
-28,164,1737.52,-2948.8,5311.89,-10857.9
-27,164,1756.96,-2980.49,5358.54,-10956.3
-26,164,1775.82,-3011.23,5404.28,-11052.7
-25,164,1794.08,-3041.02,5449.06,-11147.1
-24,164,1811.75,-3069.83,5492.83,-11239.2
-23,164,1828.8,-3097.63,5535.52,-11329
-22,164,1845.22,-3124.42,5577.08,-11416.2
-21,164,1861.01,-3150.17,5617.46,-11500.9
-20,164,1876.14,-3174.86,5656.59,-11582.8
-19,164,1890.61,-3198.47,5694.43,-11661.8
-18,164,1904.41,-3221,5730.92,-11737.9
-17,164,1917.53,-3242.41,5766.03,-11810.8
-16,164,1929.96,-3262.7,5799.69,-11880.6
-15,164,1941.69,-3281.86,5831.86,-11947.1
-14,164,1952.72,-3299.85,5862.5,-12010.2
-13,164,1963.02,-3316.68,5891.58,-12069.8
-12,164,1972.61,-3332.33,5919.04,-12125.8
-11,164,1981.46,-3346.79,5944.86,-12178.1
-10,164,1989.58,-3360.04,5969,-12226.7
-9,164,1996.96,-3372.07,5991.42,-12271.4
-8,164,2003.59,-3382.88,6012.11,-12312.3
-7,164,2009.47,-3392.45,6031.03,-12349.2
-6,164,2014.6,-3400.78,6048.16,-12382.1
-5,164,2018.96,-3407.85,6063.49,-12410.9
-4,164,2022.56,-3413.67,6076.99,-12435.6
-3,164,2025.39,-3418.22,6088.66,-12456.2
-2,164,2027.46,-3421.5,6098.47,-12472.5
-1,164,2028.75,-3423.51,6106.44,-12484.7
0,164,2029.27,-3424.25,6112.54,-12492.6
1,164,2029.03,-3423.71,6116.78,-12496.3
2,164,2028.01,-3421.89,6119.16,-12495.7
3,164,2026.21,-3418.79,6119.69,-12490.8
4,164,2023.65,-3414.41,6118.38,-12481.7
5,164,2020.32,-3408.76,6115.23,-12468.3
6,164,2016.22,-3401.84,6110.26,-12450.7
7,164,2011.35,-3393.66,6103.49,-12429
8,164,2005.73,-3384.21,6094.93,-12403
9,164,1999.34,-3373.5,6084.62,-12372.9
10,164,1992.21,-3361.55,6072.57,-12338.8
11,164,1984.32,-3348.36,6058.82,-12300.6
12,164,1975.69,-3333.94,6043.39,-12258.5
13,164,1966.33,-3318.3,6026.32,-12212.4
14,164,1956.24,-3301.45,6007.65,-12162.5
15,164,1945.42,-3283.41,5987.4,-12108.9
16,164,1933.89,-3264.19,5965.63,-12051.5
17,164,1921.65,-3243.8,5942.37,-11990.6
18,164,1908.71,-3222.26,5917.66,-11926.2
19,164,1895.08,-3199.58,5891.55,-11858.4
20,164,1880.78,-3175.78,5864.09,-11787.3
21,164,1865.8,-3150.88,5835.33,-11713.1
22,164,1850.18,-3124.9,5805.3,-11635.7
23,164,1833.9,-3097.86,5774.08,-11555.5
24,164,1816.99,-3069.77,5741.7,-11472.4
25,164,1799.46,-3040.66,5708.21,-11386.6
26,164,1781.33,-3010.55,5673.68,-11298.3
27,164,1762.59,-2979.45,5638.15,-11207.5
28,164,1743.28,-2947.4,5601.68,-11114.5
29,164,1723.4,-2914.42,5564.33,-11019.3
30,164,1702.98,-2880.52,5526.15,-10922.1
31,164,1682.01,-2845.73,5487.19,-10823.1
32,164,1660.52,-2810.08,5447.51,-10722.3
33,164,1638.53,-2773.59,5407.17,-10620
34,164,1616.05,-2736.28,5366.22,-10516.4
35,164,1593.09,-2698.18,5324.72,-10411.4
36,164,1569.68,-2659.31,5282.72,-10305.4
37,164,1545.83,-2619.7,5240.29,-10198.5
38,164,1521.55,-2579.37,5197.47,-10090.8
39,164,1496.87,-2538.35,5154.32,-9982.41
40,164,1471.8,-2496.66,5110.89,-9873.59
41,164,1446.35,-2454.32,5067.25,-9764.45
42,164,1420.55,-2411.36,5023.44,-9655.15
43,164,1394.41,-2367.81,4979.52,-9545.83
44,164,1367.95,-2323.69,4935.54,-9436.65
45,164,1341.18,-2279.01,4891.56,-9327.75
46,164,1314.12,-2233.82,4847.62,-9219.27
47,164,1286.79,-2188.12,4803.79,-9111.36
48,164,1259.2,-2141.94,4760.12,-9004.16
49,164,1231.37,-2095.3,4716.65,-8897.8
50,164,1203.31,-2048.23,4673.45,-8792.41
51,164,1175.05,-2000.75,4630.55,-8688.13
52,164,1146.58,-1952.88,4588.02,-8585.07
53,164,1117.93,-1904.63,4545.91,-8483.36
54,164,1089.12,-1856.03,4504.26,-8383.12
55,164,1060.15,-1807.1,4463.13,-8284.45
56,164,1031.03,-1757.86,4422.58,-8187.47
57,164,1001.78,-1708.32,4382.64,-8092.27
58,164,972.418,-1658.5,4343.38,-7998.96
59,164,942.942,-1608.43,4304.84,-7907.64
60,164,913.366,-1558.12,4267.07,-7818.38
61,164,883.701,-1507.57,4230.14,-7731.28
62,164,853.954,-1456.82,4194.07,-7646.42
63,164,824.133,-1405.88,4158.94,-7563.87
64,164,794.246,-1354.75,4124.78,-7483.7
65,164,764.299,-1303.46,4091.65,-7405.98
66,164,734.297,-1252.02,4059.59,-7330.77
67,164,704.245,-1200.44,4028.66,-7258.13
68,164,674.148,-1148.74,3998.9,-7188.11
69,164,644.009,-1096.92,3970.37,-7120.77
70,164,613.83,-1045,3943.11,-7056.14
71,164,583.613,-992.987,3917.16,-6994.27
72,164,553.359,-940.897,3892.57,-6935.19
73,164,523.069,-888.738,3869.4,-6878.95
74,164,492.742,-836.521,3847.67,-6825.56
75,164,462.377,-784.254,3827.44,-6775.06
76,164,431.973,-731.948,3808.74,-6727.47
77,164,401.527,-679.61,3791.62,-6682.81
78,164,371.037,-627.251,3776.12,-6641.1
79,164,340.498,-574.878,3762.26,-6602.35
80,164,309.908,-522.499,3750.09,-6566.59
81,164,279.261,-470.122,3739.64,-6533.82
82,164,248.553,-417.755,3730.94,-6504.04
83,164,217.778,-365.404,3724.02,-6477.28
84,164,186.932,-313.078,3718.9,-6453.52
85,164,156.007,-260.782,3715.61,-6432.78
86,164,124.999,-208.524,3714.18,-6415.06
87,164,93.9008,-156.31,3714.62,-6400.35
88,164,62.7057,-104.147,3716.94,-6388.67
89,164,31.4076,-52.0417,3721.17,-6380
90,164,-4.81828e-14,-1.45166e-13,3727.32,-6374.33
-90,165,5.88727e-13,-2.84648e-13,3075.67,-6009.13
-89,165,29.1649,-49.3711,3070.05,-6014.2
-88,165,58.228,-98.7992,3066.57,-6022.57
-87,165,87.1977,-148.276,3065.23,-6034.23
-86,165,116.082,-197.794,3066.01,-6049.19
-85,165,144.89,-247.344,3068.89,-6067.43
-84,165,173.628,-296.918,3073.85,-6088.96
-83,165,202.305,-346.509,3080.86,-6113.76
-82,165,230.928,-396.106,3089.9,-6141.82
-81,165,259.505,-445.704,3100.95,-6173.11
-80,165,288.041,-495.291,3113.96,-6207.63
-79,165,316.543,-544.861,3128.9,-6245.35
-78,165,345.017,-594.405,3145.75,-6286.24
-77,165,373.467,-643.913,3164.46,-6330.27
-76,165,401.898,-693.376,3184.99,-6377.41
-75,165,430.314,-742.786,3207.31,-6427.63
-74,165,458.718,-792.133,3231.37,-6480.88
-73,165,487.111,-841.408,3257.13,-6537.13
-72,165,515.496,-890.6,3284.54,-6596.33
-71,165,543.872,-939.7,3313.56,-6658.44
-70,165,572.241,-988.698,3344.14,-6723.4
-69,165,600.599,-1037.58,3376.23,-6791.15
-68,165,628.947,-1086.34,3409.78,-6861.65
-67,165,657.281,-1134.97,3444.75,-6934.83
-66,165,685.597,-1183.45,3481.08,-7010.62
-65,165,713.891,-1231.77,3518.73,-7088.97
-64,165,742.157,-1279.92,3557.63,-7169.8
-63,165,770.39,-1327.88,3597.75,-7253.04
