Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-90,0,5.55112e-14,-2.77556e-13,-3886.35,6679.52
-89,0,-3.97346,-1.71143,-3879.96,6685.36
-88,0,-7.95206,-3.4164,-3875.66,6694.23
-87,0,-11.9371,-5.11731,-3873.44,6706.13
-86,0,-15.9299,-6.81652,-3873.29,6721.07
-85,0,-19.9318,-8.51635,-3875.19,6739.04
-84,0,-23.9439,-10.2191,-3879.12,6760.05
-83,0,-27.9674,-11.927,-3885.06,6784.09
-82,0,-32.0034,-13.6423,-3892.97,6811.17
-81,0,-36.0528,-15.3669,-3902.83,6841.29
-80,0,-40.1167,-17.103,-3914.6,6874.43
-79,0,-44.1958,-18.8525,-3928.25,6910.59
-78,0,-48.2908,-20.6171,-3943.75,6949.76
-77,0,-52.4022,-22.3986,-3961.06,6991.93
-76,0,-56.5305,-24.1985,-3980.12,7037.09
-75,0,-60.676,-26.0184,-4000.91,7085.22
-74,0,-64.8387,-27.8595,-4023.37,7136.31
-73,0,-69.0186,-29.723,-4047.46,7190.33
-72,0,-73.2156,-31.61,-4073.13,7247.26
-71,0,-77.4291,-33.5213,-4100.33,7307.07
-70,0,-81.6588,-35.4577,-4129,7369.73
-69,0,-85.9038,-37.4196,-4159.11,7435.2
-68,0,-90.1633,-39.4076,-4190.58,7503.46
-67,0,-94.436,-41.4218,-4223.38,7574.45
-66,0,-98.7208,-43.4623,-4257.44,7648.12
-65,0,-103.016,-45.529,-4292.71,7724.44
-64,0,-107.321,-47.6215,-4329.13,7803.34
-63,0,-111.632,-49.7394,-4366.64,7884.76
-62,0,-115.948,-51.8821,-4405.19,7968.64
-61,0,-120.268,-54.0487,-4444.73,8054.91
-60,0,-124.588,-56.2383,-4485.18,8143.49
-59,0,-128.905,-58.4498,-4526.5,8234.31
-58,0,-133.219,-60.6819,-4568.63,8327.28
-57,0,-137.524,-62.9332,-4611.51,8422.31
-56,0,-141.82,-65.2021,-4655.07,8519.31
-55,0,-146.101,-67.4869,-4699.27,8618.19
-54,0,-150.366,-69.7858,-4744.04,8718.83
-53,0,-154.611,-72.0969,-4789.33,8821.12
-52,0,-158.831,-74.418,-4835.07,8924.96
-51,0,-163.025,-76.7471,-4881.22,9030.23
-50,0,-167.188,-79.0819,-4927.7,9136.8
-49,0,-171.316,-81.4202,-4974.47,9244.55
-48,0,-175.406,-83.7595,-5021.46,9353.35
-47,0,-179.453,-86.0974,-5068.61,9463.05
-46,0,-183.454,-88.4314,-5115.88,9573.53
-45,0,-187.405,-90.759,-5163.19,9684.64
-44,0,-191.302,-93.0777,-5210.5,9796.24
-43,0,-195.141,-95.3849,-5257.73,9908.17
-42,0,-198.918,-97.678,-5304.85,10020.3
-41,0,-202.629,-99.9544,-5351.78,10132.4
-40,0,-206.271,-102.212,-5398.46,10244.5
-39,0,-209.838,-104.447,-5444.85,10356.2
-38,0,-213.329,-106.658,-5490.88,10467.5
-37,0,-216.738,-108.843,-5536.49,10578.3
-36,0,-220.062,-110.997,-5581.62,10688.2
-35,0,-223.298,-113.121,-5626.22,10797.3
-34,0,-226.442,-115.21,-5670.23,10905.2
-33,0,-229.492,-117.262,-5713.58,11011.9
-32,0,-232.443,-119.276,-5756.22,11117.3
-31,0,-235.293,-121.248,-5798.1,11221
-30,0,-238.039,-123.177,-5839.14,11323.1
-29,0,-240.679,-125.061,-5879.31,11423.3
-28,0,-243.209,-126.896,-5918.53,11521.4
-27,0,-245.627,-128.682,-5956.75,11617.4
-26,0,-247.932,-130.416,-5993.92,11711.1
-25,0,-250.122,-132.096,-6029.98,11802.3
-24,0,-252.193,-133.72,-6064.87,11890.9
-23,0,-254.146,-135.287,-6098.55,11976.7
-22,0,-255.979,-136.794,-6130.95,12059.7
-21,0,-257.69,-138.239,-6162.03,12139.7
-20,0,-259.279,-139.621,-6191.73,12216.5
-19,0,-260.745,-140.938,-6220.02,12290.1
-18,0,-262.088,-142.189,-6246.82,12360.3
-17,0,-263.307,-143.371,-6272.12,12427
-16,0,-264.402,-144.484,-6295.84,12490.2
-15,0,-265.374,-145.525,-6317.97,12549.6
-14,0,-266.223,-146.494,-6338.44,12605.3
-13,0,-266.95,-147.388,-6357.23,12657.2
-12,0,-267.554,-148.207,-6374.3,12705.1
-11,0,-268.039,-148.95,-6389.62,12749
-10,0,-268.403,-149.615,-6403.14,12788.8
-9,0,-268.649,-150.201,-6414.85,12824.4
-8,0,-268.779,-150.708,-6424.72,12855.9
-7,0,-268.793,-151.134,-6432.72,12883.2
-6,0,-268.693,-151.479,-6438.83,12906.1
-5,0,-268.482,-151.743,-6443.04,12924.7
-4,0,-268.161,-151.924,-6445.33,12939
-3,0,-267.733,-152.023,-6445.68,12949
-2,0,-267.198,-152.039,-6444.1,12954.5
-1,0,-266.56,-151.974,-6440.57,12955.7
0,0,-265.82,-151.826,-6435.09,12952.5
1,0,-264.981,-151.596,-6427.67,12944.9
2,0,-264.045,-151.285,-6418.3,12933
3,0,-263.014,-150.894,-6407,12916.7
4,0,-261.89,-150.423,-6393.78,12896.2
5,0,-260.676,-149.874,-6378.64,12871.3
6,0,-259.373,-149.248,-6361.62,12842.2
7,0,-257.983,-148.547,-6342.72,12809
8,0,-256.509,-147.772,-6321.98,12771.6
9,0,-254.951,-146.925,-6299.41,12730.1
10,0,-253.313,-146.009,-6275.05,12684.7
11,0,-251.596,-145.026,-6248.93,12635.3
12,0,-249.801,-143.978,-6221.09,12582
13,0,-247.93,-142.868,-6191.57,12525
14,0,-245.985,-141.699,-6160.4,12464.2
15,0,-243.966,-140.473,-6127.62,12399.9
16,0,-241.875,-139.194,-6093.29,12332.1
17,0,-239.713,-137.865,-6057.45,12260.9
18,0,-237.481,-136.488,-6020.16,12186.4
19,0,-235.18,-135.069,-5981.45,12108.7
20,0,-232.811,-133.609,-5941.39,12028
21,0,-230.375,-132.112,-5900.02,11944.3
22,0,-227.872,-130.581,-5857.42,11857.8
23,0,-225.303,-129.021,-5813.62,11768.5
24,0,-222.67,-127.434,-5768.7,11676.7
25,0,-219.971,-125.823,-5722.71,11582.5
26,0,-217.21,-124.193,-5675.72,11485.9
27,0,-214.385,-122.545,-5627.77,11387.2
28,0,-211.497,-120.883,-5578.95,11286.4
29,0,-208.548,-119.209,-5529.3,11183.6
30,0,-205.538,-117.527,-5478.89,11079.2
31,0,-202.468,-115.839,-5427.79,10973
32,0,-199.339,-114.147,-5376.06,10865.4
33,0,-196.152,-112.454,-5323.75,10756.5
34,0,-192.908,-110.76,-5270.95,10646.3
35,0,-189.608,-109.069,-5217.69,10535
36,0,-186.254,-107.38,-5164.06,10422.9
37,0,-182.848,-105.696,-5110.11,10309.9
38,0,-179.391,-104.018,-5055.9,10196.3
39,0,-175.884,-102.345,-5001.5,10082.2
40,0,-172.331,-100.678,-4946.97,9967.72
41,0,-168.734,-99.0181,-4892.37,9853.01
42,0,-165.094,-97.3642,-4837.75,9738.2
43,0,-161.414,-95.7163,-4783.18,9623.44
44,0,-157.698,-94.0736,-4728.72,9508.85
45,0,-153.948,-92.4355,-4674.42,9394.57
46,0,-150.167,-90.8009,-4620.35,9280.73
47,0,-146.359,-89.1685,-4566.56,9167.45
48,0,-142.526,-87.5369,-4513.11,9054.87
49,0,-138.673,-85.9046,-4460.05,8943.1
50,0,-134.804,-84.2698,-4407.45,8832.26
51,0,-130.921,-82.6307,-4355.35,8722.49
52,0,-127.029,-80.9854,-4303.81,8613.89
53,0,-123.131,-79.3318,-4252.89,8506.58
54,0,-119.232,-77.6679,-4202.64,8400.67
55,0,-115.336,-75.9915,-4153.12,8296.27
56,0,-111.447,-74.3005,-4104.37,8193.49
57,0,-107.568,-72.5927,-4056.46,8092.43
58,0,-103.703,-70.8661,-4009.44,7993.19
59,0,-99.8567,-69.1186,-3963.35,7895.87
60,0,-96.0321,-67.3483,-3918.26,7800.58
61,0,-92.2331,-65.5531,-3874.21,7707.39
62,0,-88.4629,-63.7314,-3831.26,7616.4
63,0,-84.7248,-61.8815,-3789.45,7527.7
64,0,-81.0218,-60.0019,-3748.85,7441.38
65,0,-77.3567,-58.0911,-3709.49,7357.5
66,0,-73.732,-56.1479,-3671.44,7276.16
67,0,-70.15,-54.1714,-3634.73,7197.43
68,0,-66.6128,-52.1608,-3599.43,7121.37
69,0,-63.1219,-50.1152,-3565.58,7048.06
70,0,-59.6787,-48.0344,-3533.23,6977.57
71,0,-56.2843,-45.918,-3502.42,6909.95
72,0,-52.9393,-43.766,-3473.21,6845.27
73,0,-49.6442,-41.5785,-3445.63,6783.59
74,0,-46.399,-39.356,-3419.74,6724.95
75,0,-43.2032,-37.0989,-3395.58,6669.4
76,0,-40.0562,-34.808,-3373.18,6617.01
77,0,-36.957,-32.4844,-3352.6,6567.79
78,0,-33.9043,-30.129,-3333.87,6521.81
79,0,-30.8962,-27.7432,-3317.02,6479.09
80,0,-27.9309,-25.3284,-3302.1,6439.67
81,0,-25.0061,-22.8864,-3289.14,6403.57
82,0,-22.119,-20.4187,-3278.17,6370.83
83,0,-19.267,-17.9273,-3269.22,6341.47
84,0,-16.4469,-15.4141,-3262.32,6315.5
85,0,-13.6554,-12.8813,-3257.5,6292.95
86,0,-10.8891,-10.331,-3254.77,6273.82
87,0,-8.14418,-7.76543,-3254.17,6258.13
88,0,-5.41699,-5.18686,-3255.71,6245.89
89,0,-2.70359,-2.59761,-3259.4,6237.08
90,0,-4.44089e-13,-5.55112e-14,-3265.26,6231.72
-90,1,-1.62315e-13,4.82972e-14,-3886.17,6679.75
-89,1,-2.19704,-5.10589,-3879.78,6685.59
-88,1,-4.4065,-10.2091,-3875.49,6694.45
-87,1,-6.6294,-15.3116,-3873.28,6706.34
-86,1,-8.86673,-20.4157,-3873.15,6721.25
-85,1,-11.1195,-25.5234,-3875.08,6739.2
-84,1,-13.3886,-30.6367,-3879.03,6760.17
-83,1,-15.6749,-35.7576,-3885,6784.18
-82,1,-17.9792,-40.8879,-3892.95,6811.22
-81,1,-20.3024,-46.0294,-3902.85,6841.29
-80,1,-22.645,-51.1839,-3914.67,6874.37
-79,1,-25.0076,-56.3528,-3928.38,6910.47
-78,1,-27.3908,-61.5375,-3943.93,6949.58
-77,1,-29.7949,-66.7395,-3961.29,6991.69
-76,1,-32.2201,-71.9599,-3980.43,7036.78
-75,1,-34.6667,-77.1996,-4001.28,7084.83
-74,1,-37.1346,-82.4595,-4023.82,7135.84
-73,1,-39.6237,-87.7403,-4047.99,7189.77
-72,1,-42.1338,-93.0424,-4073.74,7246.61
-71,1,-44.6644,-98.3661,-4101.03,7306.33
-70,1,-47.2151,-103.712,-4129.79,7368.89
-69,1,-49.7852,-109.079,-4159.99,7434.27
-68,1,-52.3738,-114.467,-4191.57,7502.42
-67,1,-54.9801,-119.876,-4224.46,7573.31
-66,1,-57.6027,-125.305,-4258.63,7646.88
-65,1,-60.2406,-130.753,-4294,7723.08
-64,1,-62.8922,-136.22,-4330.53,7801.87
-63,1,-65.5561,-141.702,-4368.16,7883.18
-62,1,-68.2305,-147.2,-4406.83,7966.95
-61,1,-70.9135,-152.711,-4446.47,8053.1
-60,1,-73.6033,-158.233,-4487.05,8141.57
-59,1,-76.2976,-163.764,-4528.49,8232.27
-58,1,-78.9943,-169.301,-4570.73,8325.13
-57,1,-81.6911,-174.843,-4613.73,8420.04
-56,1,-84.3853,-180.386,-4657.42,8516.93
-55,1,-87.0746,-185.926,-4701.74,8615.69
-54,1,-89.7561,-191.462,-4746.63,8716.22
-53,1,-92.4272,-196.99,-4792.03,8818.4
-52,1,-95.085,-202.507,-4837.9,8922.13
-51,1,-97.7266,-208.008,-4884.16,9027.29
-50,1,-100.349,-213.49,-4930.76,9133.75
-49,1,-102.949,-218.95,-4977.64,9241.39
-48,1,-105.524,-224.383,-5024.75,9350.09
-47,1,-108.07,-229.786,-5072.01,9459.69
-46,1,-110.585,-235.154,-5119.39,9570.07
-45,1,-113.065,-240.484,-5166.81,9681.09
-44,1,-115.507,-245.771,-5214.22,9792.59
-43,1,-117.908,-251.011,-5261.55,9904.44
-42,1,-120.264,-256.2,-5308.76,10016.5
-41,1,-122.573,-261.333,-5355.79,10128.5
-40,1,-124.832,-266.407,-5402.56,10240.5
-39,1,-127.037,-271.416,-5449.04,10352.2
-38,1,-129.186,-276.358,-5495.14,10463.4
-37,1,-131.275,-281.227,-5540.83,10574.1
-36,1,-133.302,-286.02,-5586.03,10683.9
-35,1,-135.265,-290.732,-5630.7,10792.9
-34,1,-137.159,-295.36,-5674.77,10900.8
-33,1,-138.984,-299.898,-5718.18,11007.5
-32,1,-140.736,-304.344,-5760.87,11112.8
-31,1,-142.414,-308.692,-5802.79,11216.5
-30,1,-144.015,-312.94,-5843.88,11318.5
-29,1,-145.538,-317.084,-5884.08,11418.6
-28,1,-146.98,-321.12,-5923.33,11516.8
-27,1,-148.341,-325.043,-5961.58,11612.7
-26,1,-149.618,-328.851,-5998.76,11706.4
-25,1,-150.81,-332.54,-6034.84,11797.5
-24,1,-151.917,-336.107,-6069.74,11886.1
-23,1,-152.938,-339.547,-6103.42,11971.9
-22,1,-153.872,-342.859,-6135.82,12054.9
-21,1,-154.718,-346.038,-6166.89,12134.8
-20,1,-155.476,-349.082,-6196.58,12211.7
-19,1,-156.147,-351.988,-6224.84,12285.2
-18,1,-156.73,-354.753,-6251.63,12355.4
-17,1,-157.226,-357.373,-6276.89,12422.1
-16,1,-157.635,-359.847,-6300.58,12485.3
-15,1,-157.958,-362.172,-6322.66,12544.8
-14,1,-158.196,-364.345,-6343.1,12600.5
-13,1,-158.35,-366.364,-6361.84,12652.3
-12,1,-158.422,-368.227,-6378.86,12700.2
-11,1,-158.412,-369.932,-6394.11,12744.1
-10,1,-158.323,-371.478,-6407.58,12783.9
-9,1,-158.156,-372.861,-6419.23,12819.6
-8,1,-157.912,-374.081,-6429.02,12851.1
-7,1,-157.595,-375.137,-6436.95,12878.4
-6,1,-157.205,-376.028,-6442.99,12901.3
-5,1,-156.745,-376.751,-6447.12,12920
-4,1,-156.217,-377.308,-6449.33,12934.3
-3,1,-155.624,-377.697,-6449.6,12944.3
-2,1,-154.967,-377.917,-6447.93,12949.9
-1,1,-154.249,-377.97,-6444.32,12951.1
0,1,-153.472,-377.855,-6438.75,12947.9
1,1,-152.639,-377.572,-6431.24,12940.3
2,1,-151.751,-377.123,-6421.78,12928.4
3,1,-150.811,-376.508,-6410.39,12912.2
4,1,-149.821,-375.729,-6397.07,12891.7
5,1,-148.784,-374.787,-6381.84,12866.9
6,1,-147.7,-373.684,-6364.72,12837.8
7,1,-146.573,-372.422,-6345.73,12804.6
8,1,-145.404,-371.003,-6324.89,12767.2
9,1,-144.194,-369.43,-6302.23,12725.8
10,1,-142.945,-367.706,-6277.78,12680.4
11,1,-141.659,-365.834,-6251.57,12631
12,1,-140.336,-363.817,-6223.64,12577.8
13,1,-138.979,-361.659,-6194.02,12520.8
14,1,-137.588,-359.363,-6162.77,12460.2
15,1,-136.164,-356.933,-6129.91,12395.9
16,1,-134.708,-354.374,-6095.49,12328.1
17,1,-133.221,-351.689,-6059.57,12257
18,1,-131.702,-348.884,-6022.19,12182.5
19,1,-130.153,-345.962,-5983.41,12104.9
20,1,-128.574,-342.929,-5943.27,12024.2
21,1,-126.965,-339.789,-5901.83,11940.6
22,1,-125.326,-336.546,-5859.16,11854.1
23,1,-123.657,-333.205,-5815.3,11764.9
24,1,-121.958,-329.772,-5770.31,11673.2
25,1,-120.229,-326.251,-5724.27,11579
26,1,-118.47,-322.646,-5677.21,11482.5
27,1,-116.68,-318.961,-5629.22,11383.8
28,1,-114.861,-315.203,-5580.34,11283
29,1,-113.011,-311.374,-5530.65,11180.3
30,1,-111.131,-307.479,-5480.2,11075.9
31,1,-109.22,-303.522,-5429.06,10969.8
32,1,-107.279,-299.506,-5377.29,10862.3
33,1,-105.307,-295.436,-5324.95,10753.4
34,1,-103.306,-291.315,-5272.11,10643.2
35,1,-101.275,-287.146,-5218.84,10532
36,1,-99.2144,-282.931,-5165.18,10419.9
37,1,-97.1256,-278.674,-5111.21,10307
38,1,-95.0091,-274.376,-5056.99,10193.4
39,1,-92.8659,-270.04,-5002.58,10079.4
40,1,-90.697,-265.668,-4948.04,9964.91
41,1,-88.5038,-261.261,-4893.43,9850.23
42,1,-86.2878,-256.82,-4838.82,9735.46
43,1,-84.0507,-252.347,-4784.25,9620.72
44,1,-81.7942,-247.843,-4729.8,9506.16
45,1,-79.5206,-243.307,-4675.51,9391.9
46,1,-77.2319,-238.74,-4621.45,9278.07
47,1,-74.9306,-234.142,-4567.67,9164.81
48,1,-72.6192,-229.513,-4514.24,9052.24
49,1,-70.3005,-224.852,-4461.2,8940.48
50,1,-67.9773,-220.16,-4408.62,8829.65
51,1,-65.6526,-215.434,-4356.55,8719.88
52,1,-63.3295,-210.676,-4305.04,8611.28
53,1,-61.0111,-205.883,-4254.15,8503.97
54,1,-58.7007,-201.054,-4203.94,8398.06
55,1,-56.4017,-196.189,-4154.45,8293.65
56,1,-54.1173,-191.286,-4105.75,8190.86
57,1,-51.8508,-186.345,-4057.87,8089.79
58,1,-49.6056,-181.363,-4010.89,7990.54
59,1,-47.385,-176.341,-3964.85,7893.21
60,1,-45.1921,-171.276,-3919.8,7797.89
61,1,-43.0302,-166.168,-3875.8,7704.68
62,1,-40.902,-161.016,-3832.89,7613.67
63,1,-38.8106,-155.819,-3791.13,7524.95
64,1,-36.7586,-150.576,-3750.58,7438.6
65,1,-34.7485,-145.287,-3711.27,7354.7
66,1,-32.7826,-139.951,-3673.27,7273.33
67,1,-30.863,-134.569,-3636.61,7194.57
68,1,-28.9914,-129.139,-3601.36,7118.48
69,1,-27.1695,-123.663,-3567.56,7045.14
70,1,-25.3985,-118.14,-3535.25,6974.62
71,1,-23.6794,-112.571,-3504.49,6906.97
72,1,-22.0129,-106.956,-3475.33,6842.26
73,1,-20.3994,-101.297,-3447.8,6780.54
74,1,-18.8389,-95.594,-3421.95,6721.88
75,1,-17.3313,-89.8491,-3397.83,6666.3
76,1,-15.876,-84.0634,-3375.47,6613.88
77,1,-14.4721,-78.2387,-3354.93,6564.64
78,1,-13.1184,-72.3767,-3336.23,6518.63
79,1,-11.8135,-66.4795,-3319.42,6475.88
80,1,-10.5556,-60.5492,-3304.53,6436.43
81,1,-9.34265,-54.5883,-3291.59,6400.32
82,1,-8.17239,-48.599,-3280.65,6367.56
83,1,-7.04227,-42.5841,-3271.72,6338.17
84,1,-5.94952,-36.5463,-3264.84,6312.19
85,1,-4.89117,-30.4883,-3260.03,6289.62
86,1,-3.86406,-24.4132,-3257.32,6270.49
87,1,-2.86488,-18.3237,-3256.73,6254.79
88,1,-1.89019,-12.223,-3258.27,6242.53
89,1,-0.936437,-6.11406,-3261.96,6233.72
90,1,-1.63042e-13,-2.28838e-13,-3267.82,6228.35
-90,2,-5.4654e-13,-1.42877e-14,-3884.79,6677.71
-89,2,-0.417841,-8.4969,-3878.4,6683.55
-88,2,-0.855365,-16.9948,-3874.11,6692.4
-87,2,-1.3133,-25.4956,-3871.92,6704.27
-86,2,-1.79234,-34.0012,-3871.81,6719.16
-85,2,-2.29318,-42.5133,-3873.75,6737.07
-84,2,-2.81646,-51.0337,-3877.74,6758.01
-83,2,-3.36278,-59.5642,-3883.73,6781.98
-82,2,-3.9327,-68.1062,-3891.72,6808.97
-81,2,-4.52671,-76.6613,-3901.66,6838.98
-80,2,-5.14523,-85.2307,-3913.52,6872
-79,2,-5.78864,-93.8158,-3927.27,6908.03
-78,2,-6.45721,-102.417,-3942.88,6947.07
-77,2,-7.15114,-111.037,-3960.3,6989.1
-76,2,-7.87055,-119.674,-3979.49,7034.1
-75,2,-8.61546,-128.331,-4000.41,7082.07
-74,2,-9.38577,-137.006,-4023.01,7132.98
-73,2,-10.1813,-145.701,-4047.25,7186.82
-72,2,-11.0018,-154.415,-4073.08,7243.55
-71,2,-11.8469,-163.148,-4100.44,7303.16
-70,2,-12.716,-171.9,-4129.29,7365.62
-69,2,-13.6085,-180.669,-4159.58,7430.88
-68,2,-14.5237,-189.455,-4191.24,7498.91
-67,2,-15.4609,-198.256,-4224.23,7569.67
-66,2,-16.4189,-207.071,-4258.48,7643.12
-65,2,-17.3968,-215.898,-4293.95,7719.2
-64,2,-18.3933,-224.735,-4330.58,7797.85
-63,2,-19.4073,-233.58,-4368.31,7879.03
-62,2,-20.4373,-242.43,-4407.08,7962.66
-61,2,-21.4818,-251.283,-4446.83,8048.67
-60,2,-22.5392,-260.135,-4487.51,8137
-59,2,-23.6079,-268.983,-4529.05,8227.57
-58,2,-24.686,-277.823,-4571.4,8320.28
-57,2,-25.7717,-286.653,-4614.51,8415.06
-56,2,-26.8631,-295.467,-4658.3,8511.8
-55,2,-27.9581,-304.262,-4702.73,8610.42
-54,2,-29.0547,-313.033,-4747.73,8710.81
-53,2,-30.1506,-321.776,-4793.24,8812.85
-52,2,-31.2436,-330.485,-4839.21,8916.44
-51,2,-32.3316,-339.156,-4885.58,9021.46
-50,2,-33.4121,-347.784,-4932.28,9127.79
-49,2,-34.4829,-356.364,-4979.27,9235.3
-48,2,-35.5415,-364.889,-5026.47,9343.86
-47,2,-36.5856,-373.355,-5073.84,9453.33
-46,2,-37.6127,-381.756,-5121.31,9563.59
-45,2,-38.6205,-390.087,-5168.82,9674.48
-44,2,-39.6066,-398.341,-5216.32,9785.86
-43,2,-40.5685,-406.512,-5263.75,9897.58
-42,2,-41.504,-414.596,-5311.04,10009.5
-41,2,-42.4107,-422.585,-5358.15,10121.5
-40,2,-43.2863,-430.474,-5405,10233.3
-39,2,-44.1286,-438.257,-5451.54,10344.9
-38,2,-44.9355,-445.929,-5497.72,10456
-37,2,-45.7049,-453.482,-5543.47,10566.6
-36,2,-46.4347,-460.912,-5588.74,10676.4
-35,2,-47.1232,-468.212,-5633.46,10785.2
-34,2,-47.7684,-475.377,-5677.57,10893.1
-33,2,-48.3687,-482.401,-5721.03,10999.6
-32,2,-48.9226,-489.278,-5763.76,11104.8
-31,2,-49.4286,-496.003,-5805.72,11208.5
-30,2,-49.8854,-502.57,-5846.84,11310.4
-29,2,-50.2919,-508.974,-5887.06,11410.5
-28,2,-50.6471,-515.209,-5926.33,11508.6
-27,2,-50.9501,-521.27,-5964.6,11604.5
-26,2,-51.2003,-527.152,-6001.79,11698
-25,2,-51.3973,-532.85,-6037.87,11789.2
-24,2,-51.5406,-538.359,-6072.77,11877.7
-23,2,-51.6302,-543.674,-6106.44,11963.5
-22,2,-51.666,-548.791,-6138.83,12046.4
-21,2,-51.6484,-553.705,-6169.88,12126.3
-20,2,-51.5777,-558.412,-6199.55,12203.1
-19,2,-51.4546,-562.906,-6227.79,12276.6
-18,2,-51.2797,-567.185,-6254.54,12346.8
-17,2,-51.0541,-571.245,-6279.77,12413.5
-16,2,-50.7789,-575.081,-6303.42,12476.6
-15,2,-50.4553,-578.69,-6325.46,12536.1
-14,2,-50.0848,-582.068,-6345.84,12591.8
-13,2,-49.669,-585.213,-6364.53,12643.6
-12,2,-49.2097,-588.12,-6381.49,12691.5
-11,2,-48.7087,-590.789,-6396.68,12735.4
-10,2,-48.1679,-593.215,-6410.08,12775.2
-9,2,-47.5896,-595.397,-6421.66,12810.9
-8,2,-46.976,-597.332,-6431.39,12842.4
-7,2,-46.3292,-599.018,-6439.24,12869.7
-6,2,-45.6517,-600.455,-6445.2,12892.6
-5,2,-44.9458,-601.64,-6449.25,12911.3
-4,2,-44.214,-602.573,-6451.38,12925.6
-3,2,-43.4588,-603.252,-6451.57,12935.6
-2,2,-42.6825,-603.678,-6449.81,12941.2
-1,2,-41.8878,-603.85,-6446.1,12942.5
0,2,-41.0769,-603.769,-6440.45,12939.3
1,2,-40.2522,-603.435,-6432.84,12931.8
2,2,-39.4162,-602.848,-6423.29,12919.9
3,2,-38.5709,-602.011,-6411.81,12903.7
4,2,-37.7186,-600.925,-6398.4,12883.2
5,2,-36.8614,-599.59,-6383.08,12858.5
6,2,-36.001,-598.011,-6365.87,12829.5
7,2,-35.1393,-596.189,-6346.78,12796.3
8,2,-34.2781,-594.128,-6325.85,12759
9,2,-33.4187,-591.829,-6303.1,12717.6
10,2,-32.5626,-589.298,-6278.57,12672.3
11,2,-31.7109,-586.538,-6252.27,12622.9
12,2,-30.8646,-583.552,-6224.25,12569.8
13,2,-30.0246,-580.347,-6194.55,12512.9
14,2,-29.1916,-576.925,-6163.21,12452.3
15,2,-28.3661,-573.292,-6130.27,12388.1
16,2,-27.5484,-569.454,-6095.78,12320.4
17,2,-26.7386,-565.415,-6059.78,12249.3
18,2,-25.9369,-561.181,-6022.33,12174.9
19,2,-25.143,-556.759,-5983.48,12097.3
20,2,-24.3567,-552.153,-5943.27,12016.7
21,2,-23.5775,-547.37,-5901.77,11933.1
22,2,-22.805,-542.415,-5859.04,11846.7
23,2,-22.0384,-537.296,-5815.12,11757.6
24,2,-21.2771,-532.017,-5770.08,11666
25,2,-20.5202,-526.585,-5723.98,11571.8
26,2,-19.7669,-521.007,-5676.88,11475.4
27,2,-19.0163,-515.287,-5628.84,11376.8
28,2,-18.2674,-509.432,-5579.93,11276.1
29,2,-17.5193,-503.449,-5530.2,11173.5
30,2,-16.7711,-497.342,-5479.72,11069.2
31,2,-16.0219,-491.116,-5428.55,10963.2
32,2,-15.271,-484.778,-5376.75,10855.7
33,2,-14.5174,-478.333,-5324.4,10746.8
34,2,-13.7606,-471.784,-5271.54,10636.8
35,2,-13,-465.138,-5218.25,10525.6
36,2,-12.2352,-458.398,-5164.59,10413.6
37,2,-11.4659,-451.568,-5110.61,10300.7
38,2,-10.6919,-444.652,-5056.39,10187.2
39,2,-9.91318,-437.654,-5001.98,10073.2
40,2,-9.13003,-430.577,-4947.45,9958.84
41,2,-8.34276,-423.425,-4892.85,9844.22
42,2,-7.55195,-416.198,-4838.24,9729.5
43,2,-6.75833,-408.901,-4783.69,9614.82
44,2,-5.96285,-401.536,-4729.25,9500.31
45,2,-5.16665,-394.103,-4674.99,9386.1
46,2,-4.37105,-386.604,-4620.95,9272.32
47,2,-3.57759,-379.042,-4567.21,9159.1
48,2,-2.78796,-371.417,-4513.8,9046.57
49,2,-2.00403,-363.729,-4460.8,8934.84
50,2,-1.22785,-355.98,-4408.25,8824.05
51,2,-0.461601,-348.17,-4356.22,8714.31
52,2,0.292392,-340.299,-4304.75,8605.74
53,2,1.03168,-332.368,-4253.91,8498.45
54,2,1.75373,-324.376,-4203.74,8392.56
55,2,2.45589,-316.324,-4154.3,8288.18
56,2,3.1355,-308.21,-4105.64,8185.4
57,2,3.78981,-300.036,-4057.82,8084.34
58,2,4.41607,-291.801,-4010.89,7985.1
59,2,5.01156,-283.505,-3964.91,7887.78
60,2,5.57355,-275.147,-3919.91,7792.47
61,2,6.09939,-266.728,-3875.97,7699.26
62,2,6.58649,-258.247,-3833.12,7608.26
63,2,7.03238,-249.704,-3791.42,7519.53
64,2,7.4347,-241.1,-3750.92,7433.18
65,2,7.79122,-232.435,-3711.67,7349.27
66,2,8.09991,-223.708,-3673.72,7267.9
67,2,8.35891,-214.921,-3637.13,7189.13
68,2,8.56656,-206.075,-3601.93,7113.03
69,2,8.72141,-197.169,-3568.19,7039.69
70,2,8.82229,-188.206,-3535.94,6969.15
71,2,8.86822,-179.186,-3505.24,6901.49
72,2,8.85853,-170.11,-3476.12,6836.77
73,2,8.7928,-160.981,-3448.64,6775.04
74,2,8.67087,-151.8,-3422.85,6716.36
75,2,8.49289,-142.569,-3398.77,6660.77
76,2,8.25927,-133.291,-3376.46,6608.33
77,2,7.97071,-123.967,-3355.96,6559.08
78,2,7.62818,-114.6,-3337.3,6513.05
79,2,7.23293,-105.194,-3320.53,6470.3
